,,,,,,,,,,,,,,
,"A. 화면에 표시된 폐기물을 잡을까요? 
 B. 책상 위에 있는 폐기물의 종류를 확인할까요?",B,A,,지금 로봇이 1번 줄기 위치에 있나요?=T,T,T,,,,,,,
,"A. 첫 번째 폐기물을 잡을까요?
 B. 두 번째 폐기물을 잡을까요?",A,A,,"세 번째 토마토가 줄기에 달려 있나요?=F
 네 번째 토마토가 줄기에 달려 있나요?=F
 화면에 표시된 토마토가 익었나요?=T 
 화면에 표시된 토마토가 익었나요?=T","F
 F
 T
 T","F
 F
 T
 T",,,"세 번째 토마토가 줄기에 달려 있나요?=F
 네 번째 토마토가 줄기에 달려 있나요?=F
 화면에 표시된 토마토가 익었나요?=T 
 화면에 표시된 토마토가 익었나요?=T","F
 F
 T
 T","F
 F
 F
 T",,
,,,,,화면에 표시된 토마토가 썩었나요?=T,T,T,,,,,,,
,"A. 화면에 표시된 폐기물을 잡을까요?
 B. 책상 위에 있는 폐기물의 종류를 확인할까요?",A,A,,토마토가 폐기되었나요?=T,T,T,,,토마토가 폐기되었나요?=T,T,T,,
,,,,,화면에 표시된 토마토가 익었나요?=T,T,T,,,,,,,
,"A. 화면에 표시된 폐기물을 잡을까요?
 B. 책상 위에 있는 폐기물의 종류를 확인할까요?",B,A,,로봇 손이 비어 있나요?=T,T,T,,,로봇 손이 비어있나요?=T,T,T,,
,,,,,지금 로봇이 2번 줄기 위치에 있나요?=T,T,T,,,,,,,
,,,,,"화면에 표시된 토마토가 익었나요?=T 
 화면에 표시된 토마토가 안 익었나요?=T",T,T,,,"화면에 표시된 토마토가 익었나요?=T 
 화면에 표시된 토마토가 안 익었나요?=T","T
 T","T
 T",,
,,,,,화면에 표시된 토마토가 익었나요?=T,T,T,,,,,,,
,,,,,로봇 손이 비어 있나요?=T,T,T,,,,,,,
,,,,,,,,,,,,,,
,R3(s1),정답,사용자답,,T3(s5),정답,사용자답,,,T1(s2),정답,사용자답,good,
,"화면에 표시된 폐기물이 종이인가요?=T 
 화면에 표시된 폐기물이 일반 쓰레기인가요?=T 
 화면에 표시된 폐기물이 플라스틱인가요?=T 
 화면에 표시된 폐기물이 캔인가요?=T","T
 T
 T
 T","T
 T
 T
 T",,,,,,,지금 로봇이 1번 줄기 위치에 있나요?=T,T,T,,
,,,,,"세 번째 토마토가 줄기에 달려 있나요?=F
 네 번째 토마토가 줄기에 달려 있나요?=F
 화면에 표시된 토마토가 익었나요?=T 
 화면에 표시된 토마토가 안 익었나요?=T","F
 F
 T
 T","F
 F
 T
 T",,,"세 번째 토마토가 줄기에 달려 있나요?=F
 네 번째 토마토가 줄기에 달려 있나요?=F
 화면에 표시된 토마토가 익었나요?=T 
 화면에 표시된 토마토가 안 익었나요?=T","F
 F
 T
 T","F
 F
 T
 T",,
,,,,,,,,,,화면에 표시된 토마토가 익었나요?=T,T,T,,
,,,,,,,,,,로봇 손이 비어 있나요?=T,T,T,,
,로봇 손이 비어 있나요?=T,T,T,,,,,,,지금 로봇이 2번 줄기 위치에 있나요?=T,T,T,,
,,,,,"화면에 표시된 토마토가 익었나요?=T 
 화면에 표시된 토마토가 익었나요?=T","T
 T","T
 T",,,"화면에 표시된 토마토가 익었나요?=T 
 화면에 표시된 토마토가 익었나요?=T","T
 T","T
 T",,
,,,,,,,,,,화면에 표시된 토마토가 썩었나요?=T,T,T,,
,,,,,,,,,,토마토가 폐기되었나요?=T,T,T,,
,,,,,화면에 표시된 토마토가 익었나요?=T,T,T,,,화면에 표시된 토마토가 익었나요?=T,T,T,,
,,,,,,,,,,로봇 손이 비어 있나요?=T,T,T,,
,R4(s2),정답,사용자답,,T5(s2),정답,사용자답,,,T2(s1),정답,사용자답,,
,"화면에 표시된 폐기물이 캔인가요?=T 
 화면에 표시된 폐기물이 일반쓰레기인가요?=T 
 화면에 표시된 폐기물이 종이인가요?=T","T
 T
 T","T
 T
 T",,,,,,,,,,,
,,,,,,,,,,,,,,
,로봇 손이 비어 있나요?=T,T,T,,"A. 첫 번째 토마토를 딸까요?
B. 두 번째 줄기로 이동할까요?",A,A,,,,,,,
,,,,,"A. 지금 잡고 있는 토마토를 바구니에 넣을까요?
B. 지금 잡고 있는 토마토를 폐기할까요?",A,A,,,,,,,
,,,,,,,,,,,,,,
,로봇 손이 폐기물을 잡고 있나요?=T,T,T,,"A. 이 줄기에 달려 있는 토마토를 확인할까요?
B. 충전소로 복귀할까요?",A,A,,,,,,,
,,,,,,,,,,,,,,
,,,,,"A. 지금 잡고 있는 토마토를 바구니에 넣을까요?
B. 지금 잡고 있는 토마토를 폐기할까요?",B,B,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,R1(s3),정답,사용자답,,T4(s1),정답,사용자답,,,T4(s5),정답,사용자답,,
,"화면에 표시된 폐기물이 플라스틱인가요?=T 
 화면에 표시된 폐기물이 플라스틱인가요?=T 
 화면에 표시된 폐기물이 종이인가요?=T","T
 T
 T","T
 T
 T",,,,,,,"세 번째 토마토가 줄기에 달려 있나요?=F
 네 번째 토마토가 줄기에 달려 있나요?=F
 화면에 표시된 토마토가 익었나요?=T 
 화면에 표시된 토마토가 안 익었나요?=T","F
 F
 T
 T","F
 F
 T
 T",,
,로봇 손이 폐기물을 잡고 있나요?=T,T,T,,"세 번째 토마토가 줄기에 달려 있나요?=F
 네 번째 토마토가 줄기에 달려 있나요?=F
 화면에 표시된 토마토가 익었나요?=T 
 화면에 표시된 토마토가 익었나요?=T","F
 F
 T
 T","F
 F
 T
 T",,,,,,,
,로봇 손이 비어 있나요?=T,T,T,,,,,,,,,,,
,로봇 손이 폐기물을 잡고 있나요?=T,T,T,,,,,,,지금 로봇이 2번 줄기 위치에 있나요?=T,T,T,,
,로봇 손이 비어 있나요?=T,T,T,,,,,,,,,,,
,로봇 손이 폐기물을 잡고 있나요?=T,T,T,,토마토가 폐기되었나요?=T,T,T,,,,,,,
,로봇 손이 비어 있나요?=T,T,T,,지금 로봇이 2번 줄기 위치에 있나요?=T,T,T,,,로봇 손이 비어있나요?=T,T,T,,
,화면에 표시된 폐기물이 일반쓰레기인가요?=T,T,T,,,,,,,,,,,
,로봇 손이 폐기물을 잡고 있나요?=T,T,T,,,,,,,,,,,
,로봇 손이 비어 있나요?=T,T,T,,로봇 손이 비어 있나요?=T,T,T,,,,,,,
,R2(s5),정답,사용자답,,T2(s3),정답,사용자답,,,T5(s3),정답,사용자답,,
,,,,,,,,,,,,,,
,,,,,,,,,,"A. 이 줄기에 달려 있는 토마토를 확인할까요?
B. 첫 번째 토마토를 딸까요?",A,A,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,"A. 충전소로 복귀할까요?
B. 이 줄기에 달려 있는 토마토를 확인할까요?",B,B,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,"A. 지금 잡고 있는 토마토를 바구니에 넣을까요?
B. 지금 잡고 있는 토마토를 폐기할까요?",B,B,,
